Indicator Reference Number,Indicator,Theme,Ward Name,Year,Survey Question,Sample Size,Statistic,Standard Error,Lower Confidence Limit,Upper Confidence Limit
IQOL17213,% self employed / run own business,Economy,.Bristol Average,2020,Q17105,2719,14.9803248,0.757989932,13.55452467,16.52743029
IQOL17213,% self employed / run own business,Economy,.Bristol Average,2017,Q17108,2283,9.1203982,0.7220028,7.8005923,10.6377419
IQOL17213,% self employed / run own business,Economy,.Bristol Average,2019,Q17108,2491,8.993846988,0.595325319,7.893213472,10.23090614
IQOL17213,% self employed / run own business,Economy,.Bristol Average,2021,Q17105,2424,13.5,0.752416682,12.1,15.1
IQOL17215,% who have a Bristol library card,Culture & Leisure,.Bristol Average,2020,Q17039,4394,42.36205766,0.879835292,40.64754202,44.09516365
IQOL17215,% who have a Bristol library card,Culture & Leisure,.Bristol Average,2019,Q17039,4024,45.21236738,0.940416824,43.37653759,47.06131823
IQOL17215,% who have a Bristol library card,Culture & Leisure,.Bristol Average,2018,Q17039,3467,46.07322932,0.972116538,44.17452892,47.98339383
IQOL17215,% who have a Bristol library card,Culture & Leisure,.Bristol Average,2021,Q17039,3854,40.6,0.899096076,38.8,42.3
IQOL17221,% on a zero hour contract,Economy,.Bristol Average,2020,Q17105,2719,2.98145884,0.373848689,2.329812135,3.808263931
IQOL17221,% on a zero hour contract,Economy,.Bristol Average,2017,Q17106 Q17108,2277,3.0347424,0.617211,2.0325776,4.5082873
IQOL17221,% on a zero hour contract,Economy,.Bristol Average,2019,Q17108,2491,2.61206959,0.483475439,1.814458802,3.746918789
IQOL17221,% on a zero hour contract,Economy,.Bristol Average,2018,Q17108,2240,2.228766944,0.343109146,1.64669846,3.010285425
IQOL17224,% satisfied with children's playgrounds and play areas,Community & Living,.Bristol Average,2018,Q17043,2322,53.15372534,1.207421537,50.78185499,55.51143039
IQOL17224,% satisfied with children's playgrounds and play areas,Community & Living,.Bristol Average,2019,Q17043,2748,57.00942684,1.11838953,54.80503288,59.18637163
IQOL17224,% satisfied with children's playgrounds and play areas,Community & Living,.Bristol Average,2017,Q17043,2504,59.3450479,0.9628436,57.4449542,61.2175792
IQOL17224,% satisfied with children's playgrounds and play areas,Community & Living,.Bristol Average,2015,Q14e,2792,67.32214066,1.022430316,65.287479,69.29363283
IQOL17224,% satisfied with children's playgrounds and play areas,Community & Living,.Bristol Average,2021,Q17043,2546,56.4,1.176476956,54.1,58.7
IQOL17224,% satisfied with children's playgrounds and play areas,Community & Living,.Bristol Average,2020,Q17043,2888,59.81927176,1.144283215,57.55739331,62.04010751
IQOL17225,% satisfied with activities for children/young people,Culture & Leisure,.Bristol Average,2019,Q17044,2515,36.67828121,1.103488315,34.54347055,38.86668579
IQOL17225,% satisfied with activities for children/young people,Culture & Leisure,.Bristol Average,2015,Q14f,2656,46.73562731,1.06488524,44.65536443,48.82730207
IQOL17225,% satisfied with activities for children/young people,Culture & Leisure,.Bristol Average,2021,Q17044,2304,34.3,1.175812538,32.1,36.7
IQOL17225,% satisfied with activities for children/young people,Culture & Leisure,.Bristol Average,2020,Q17044,2615,35.34818492,1.158427547,33.11205706,37.6503215
IQOL17225,% satisfied with activities for children/young people,Culture & Leisure,.Bristol Average,2018,Q17044,2147,35.33601884,1.237127698,32.95060648,37.79677255
IQOL17225,% satisfied with activities for children/young people,Culture & Leisure,.Bristol Average,2017,Q17044,2394,38.3876358,0.9437964,36.5553699,40.2534718
IQOL17234,% owner occupiers satisfied with the state of repair of their home,Housing,.Bristol Average,2018,"Q17069
Q17070",2469,83.97730351,0.756575754,82.43834526,85.4052758
IQOL17234,% owner occupiers satisfied with the state of repair of their home,Housing,.Bristol Average,2019,"Q17069
Q17070",2982,85.25256502,0.701802696,83.82333313,86.57574503
IQOL17235,% owner occupiers satisfied with the cost of heating their home,Housing,.Bristol Average,2019,"Q17069
Q17071",2991,53.02138905,0.966419658,51.12376089,54.91032135
IQOL17235,% owner occupiers satisfied with the cost of heating their home,Housing,.Bristol Average,2018,"Q17069
Q17071",2499,48.67770502,1.039109152,46.64436898,50.71542714
IQOL17236,% owner occupiers with the cost of their rent or mortgage payments,Housing,.Bristol Average,2019,"Q17069
Q17072",1661,64.86736134,1.289865404,62.2995066,67.35197157
IQOL17236,% owner occupiers with the cost of their rent or mortgage payments,Housing,.Bristol Average,2018,"Q17069
Q17072",1455,65.16596938,1.309788636,62.55681293,67.68722508
IQOL17237,% owner occupiers satisfied overall with their current accommodation,Housing,.Bristol Average,2019,"Q17069
Q17075",2814,92.98862968,0.488758772,91.96803272,93.88816088
IQOL17237,% owner occupiers satisfied overall with their current accommodation,Housing,.Bristol Average,2018,"Q17069
Q17075",2332,90.67157711,0.619242154,89.38498145,91.81650768
IQOL17238,% housing association tenants satisfied with the state of repair of their home,Housing,.Bristol Average,2019,"Q17069
Q17070",149,74.695847,3.731231381,66.71975305,81.2962356
IQOL17238,% housing association tenants satisfied with the state of repair of their home,Housing,.Bristol Average,2018,"Q17069
Q17070",140,71.09574362,4.507274471,61.54172112,79.08300258
IQOL17239,% housing association tenants satisfied with the cost of heating their home,Housing,.Bristol Average,2019,"Q17069
Q17071",151,55.66771819,4.286985688,47.18330492,63.83389119
IQOL17239,% housing association tenants satisfied with the cost of heating their home,Housing,.Bristol Average,2018,"Q17069
Q17071",137,49.30008348,4.752297792,40.11557818,58.53207553
IQOL17240,% housing association tenants satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2019,"Q17069
Q17072",141,67.97512979,4.226891086,59.19553458,75.64296315
IQOL17240,% housing association tenants satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2018,"Q17069
Q17072",131,51.99242068,4.952369124,42.3323645,61.50576206
IQOL17241,% housing association tenants satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2018,"Q17069
Q17073",134,78.53335077,3.97389014,69.74133408,85.30887791
IQOL17241,% housing association tenants satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2019,"Q17069
Q17073",148,84.60793344,2.983303211,77.81946939,89.59650864
IQOL17242,% of housing association tenants who are satisfied with their landlord,Housing,.Bristol Average,2018,"Q17069
Q17074",133,64.25518614,4.741353097,54.53368224,72.929877
IQOL17242,% of housing association tenants who are satisfied with their landlord,Housing,.Bristol Average,2019,"Q17069
Q17074",139,72.19199595,4.073442933,63.55965352,79.44087677
IQOL17243,% housing association tenants satisfied overall with their current accommodation,Housing,.Bristol Average,2019,"Q17069
Q17075",152,82.08720144,3.295928054,74.70485427,87.67060851
IQOL17243,% housing association tenants satisfied overall with their current accommodation,Housing,.Bristol Average,2018,"Q17069
Q17075",138,76.89943171,4.291243768,67.46231483,84.23890562
IQOL17244,% people on means tested benefits for whom benefit rules stop them from getting involved in their community,Community & Living,.Bristol Average,2019,"Q17103
Q17018",312,10.19064211,2.044451227,6.823941795,14.95181709
IQOL17245,% tenants of private landlords satisfied with the state of repair of their home,Housing,.Bristol Average,2018,"Q17069
Q17070",638,67.68286899,2.027685003,63.58831057,71.52318654
IQOL17245,% tenants of private landlords satisfied with the state of repair of their home,Housing,.Bristol Average,2019,"Q17069
Q17070",590,73.59329257,1.935291826,69.63019011,77.20850998
IQOL17246,% tenants of private landlords satisfied with the cost of heating their home,Housing,.Bristol Average,2019,"Q17069
Q17071",574,45.13892236,2.24747018,40.78302623,49.57060523
IQOL17246,% tenants of private landlords satisfied with the cost of heating their home,Housing,.Bristol Average,2018,"Q17069
Q17071",619,41.9105525,2.134062948,37.79510512,46.14171907
IQOL17247,% tenants of private landlords satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2019,"Q17069
Q17072",571,40.80235441,2.121077149,36.71974731,45.01597313
IQOL17247,% tenants of private landlords satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2018,"Q17069
Q17072",623,38.22787292,2.044503809,34.30834638,42.30680077
IQOL17248,% tenants of private landlords satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2019,"Q17069
Q17073",559,64.65701591,2.161603655,60.31470468,68.77021037
IQOL17248,% tenants of private landlords satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2018,"Q17069
Q17073",603,58.91127909,2.14370094,54.65446282,63.03873064
IQOL17249,% of tenants of private landlords who are satisfied with their landlord,Housing,.Bristol Average,2019,"Q17069
Q17074",585,72.67906231,1.963314721,68.66718871,76.35414204
IQOL17249,% of tenants of private landlords who are satisfied with their landlord,Housing,.Bristol Average,2018,"Q17069
Q17074",636,71.92164993,1.940531997,67.96659724,75.56395063
IQOL17250,% tenants of private landlords satisfied overall with their current accommodation,Housing,.Bristol Average,2019,"Q17069
Q17075",591,79.03688647,1.782671937,75.32956477,82.31786605
IQOL17250,% tenants of private landlords satisfied overall with their current accommodation,Housing,.Bristol Average,2018,"Q17069
Q17075",640,75.02767096,1.769199794,71.40246003,78.3327795
IQOL17251,% council tenants satisfied with the state of repair of their home,Housing,.Bristol Average,2019,"Q17069
Q17070",271,67.90154541,2.975551159,61.81414764,73.4355568
IQOL17251,% council tenants satisfied with the state of repair of their home,Housing,.Bristol Average,2018,"Q17069
Q17070",267,61.65956211,3.234003883,55.15652735,67.7705973
IQOL17252,% council tenants satisfied with the cost of heating their home,Housing,.Bristol Average,2018,"Q17069
Q17071",260,49.43528715,3.394506247,42.83092501,56.05941591
IQOL17252,% council tenants satisfied with the cost of heating their home,Housing,.Bristol Average,2019,"Q17069
Q17071",261,53.54348364,3.315093897,47.02257786,59.94544929
IQOL17253,% council tenants satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2018,"Q17069
Q17072",239,63.46614507,3.392881491,56.59784884,69.82698445
IQOL17253,% council tenants satisfied with the cost of their rent or mortgage payments,Housing,.Bristol Average,2019,"Q17069
Q17072",242,66.69295908,3.273093089,60.00155196,72.7729107
IQOL17254,% council tenants satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2019,"Q17069
Q17073",260,83.12310995,2.511440875,77.61713511,87.49291512
IQOL17254,% council tenants satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2018,"Q17069
Q17073",261,82.41237658,2.439262622,77.11279661,86.69653147
IQOL17255,% of council tenants who are satisfied with their landlord,Housing,.Bristol Average,2019,"Q17069
Q17074",208,74.27753703,3.256720225,67.40041494,80.13154392
IQOL17255,% of council tenants who are satisfied with their landlord,Housing,.Bristol Average,2018,"Q17069
Q17074",210,63.94143406,3.667331009,56.48985012,70.77703084
IQOL17256,% council tenants satisfied overall with their current accommodation,Housing,.Bristol Average,2018,"Q17069
Q17075",257,70.53317724,3.158582558,63.99049902,76.32687453
IQOL17256,% council tenants satisfied overall with their current accommodation,Housing,.Bristol Average,2019,"Q17069
Q17075",262,74.45612516,2.917411707,68.33388865,79.74554637
IQOL17257,% sofa surfers satisfied they can stay in their home for as long as they choose to,Housing,.Bristol Average,2018,"Q17069
Q17073",10,82.45425811,13.78822171,42.05346657,96.81837191
IQOL17258,% sofa surfers satisfied overall with their current accommodation,Housing,.Bristol Average,2018,"Q17069
Q17075",10,75.06715524,16.24038683,35.46836514,94.28327983
IQOL18259,% whose mental / emotional health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2019,Q17019,3980,12.09769635,0.604365465,10.96225231,13.33313574
IQOL18259,% whose mental / emotional health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2020,Q17019,4331,13.94167805,0.658185514,12.70093389,15.28241119
IQOL18259,% whose mental / emotional health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2021,Q17019,3714,15.2,0.750113174,13.8,16.7
IQOL18259,% whose mental / emotional health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2018,Q17019,3432,13.99987859,0.718045106,12.65081614,15.46732858
IQOL18260,% whose physical health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2020,Q17019,4331,8.570244526,0.44697296,7.733793115,9.487859849
IQOL18260,% whose physical health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2019,Q17019,3980,7.760479928,0.44407336,6.933583962,8.676796992
IQOL18260,% whose physical health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2021,Q17019,3714,8.8,0.49371211,7.8,9.8
IQOL18260,% whose physical health prevents them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2018,Q17019,3432,8.980342965,0.50517078,8.038175179,10.02091011
IQOL18261,% for whom air pollution prevents them from leaving their home when they want to,Sustainability & Environment,.Bristol Average,2021,Q17019,3714,8.3,0.547413916,7.3,9.4
IQOL18261,% for whom air pollution prevents them from leaving their home when they want to,Sustainability & Environment,.Bristol Average,2019,Q17019,3980,5.767654645,0.474708839,4.904678468,6.771658705
IQOL18261,% for whom air pollution prevents them from leaving their home when they want to,Sustainability & Environment,.Bristol Average,2020,Q17019,4331,5.579520969,0.392108121,4.858959604,6.399750508
IQOL18261,% for whom air pollution prevents them from leaving their home when they want to,Sustainability & Environment,.Bristol Average,2018,Q17019,3432,4.569058116,0.401787839,3.843093069,5.424422734
IQOL18262,% for whom transport issues stop them from getting involved in their community,Community & Living,.Bristol Average,2021,Q17018,3822,10.2,0.592262091,9.1,11.4
IQOL18262,% for whom transport issues stop them from getting involved in their community,Community & Living,.Bristol Average,2018,Q17018,3502,9.273509334,0.573459889,8.209026359,10.46029618
IQOL18262,% for whom transport issues stop them from getting involved in their community,Community & Living,.Bristol Average,2019,Q17018,4002,8.368435989,0.528314005,7.389464361,9.46385019
IQOL18262,% for whom transport issues stop them from getting involved in their community,Community & Living,.Bristol Average,2020,Q17018,4344,7.556358436,0.493937153,6.64340554,8.58323668
IQOL18263,% for whom difficulties leaving home stop them from getting involved in their community,Community & Living,.Bristol Average,2018,Q17018,3502,3.609266318,0.36835142,2.952845846,4.404986228
IQOL18263,% for whom difficulties leaving home stop them from getting involved in their community,Community & Living,.Bristol Average,2019,Q17018,4007,3.906412226,0.378869668,3.227907062,4.720581846
IQOL18264,"% pregnant or who have given birth in past 6 months, who have suffered discrimination or harassment",Crime & Safety,.Bristol Average,2021,Q17096 Q18139,68,14.7,6.243435041,6.1,31.4
IQOL18264,"% pregnant or who have given birth in past 6 months, who have suffered discrimination or harassment",Crime & Safety,.Bristol Average,2019,"Q17096
Q18139",75,13.28759772,4.034258426,7.162236402,23.33482946
IQOL18264,"% pregnant or who have given birth in past 6 months, who have suffered discrimination or harassment",Crime & Safety,.Bristol Average,2020,"Q17096
Q18139",73,21.20306001,6.715200704,10.9047001,37.16967451
IQOL18264,"% pregnant or who have given birth in past 6 months, who have suffered discrimination or harassment",Crime & Safety,.Bristol Average,2018,"Q17096
Q18139",87,12.7114293,3.9088252,6.803981,22.5091342
IQOL18265,% transgender people who have suffered discrimination or harassment,Crime & Safety,.Bristol Average,2018,"Q17128
Q18140",20,40.04614526,12.25476293,19.71877462,64.49419609
IQOL18266,"% whose local area has changed due to ""gentrification""",Community & Living,.Bristol Average,2019,Q18141,4052,28.89633719,0.788988432,27.37480551,30.46696035
IQOL18266,"% whose local area has changed due to ""gentrification""",Community & Living,.Bristol Average,2018,Q18141,3499,26.97764757,0.795427218,25.44729183,28.56477394
IQOL18266,"% whose local area has changed due to ""gentrification""",Community & Living,.Bristol Average,2021,Q18141,3852,31,0.832691515,29.4,32.7
IQOL18266,"% whose local area has changed due to ""gentrification""",Community & Living,.Bristol Average,2020,Q18141,4397,26.83521287,0.789307607,25.31667277,28.41018832
IQOL18267,"% who’ve noticed ""gentrification"" taking place who think it has had a positive impact",Community & Living,.Bristol Average,2021,Q18141 Q18142,1083,27.2,1.565510532,24.3,30.4
IQOL18267,"% who’ve noticed ""gentrification"" taking place who think it has had a positive impact",Community & Living,.Bristol Average,2020,"Q18141
Q18142",1068,34.86542997,1.724965004,31.56495869,38.31777535
IQOL18267,"% who’ve noticed ""gentrification"" taking place who think it has had a positive impact",Community & Living,.Bristol Average,2019,"Q18141
Q18142",1088,34.74465476,1.693379526,31.50379141,38.13330482
IQOL18267,"% who’ve noticed ""gentrification"" taking place who think it has had a positive impact",Community & Living,.Bristol Average,2018,"Q18141
Q18142",931,31.0075239,1.721682721,27.73776038,34.47882272
IQOL18268,"% who’ve noticed ""gentrification"" taking place who think it has had a negative impact",Community & Living,.Bristol Average,2020,"Q18141
Q18142",1068,24.68072996,1.597442247,21.68459308,27.94313324
IQOL18268,"% who’ve noticed ""gentrification"" taking place who think it has had a negative impact",Community & Living,.Bristol Average,2021,Q18141 Q18142,1083,32.9,1.658043247,29.8,36.3
IQOL18268,"% who’ve noticed ""gentrification"" taking place who think it has had a negative impact",Community & Living,.Bristol Average,2019,"Q18141
Q18142",1088,21.4337827,1.435966607,18.75349219,24.38218552
IQOL18268,"% who’ve noticed ""gentrification"" taking place who think it has had a negative impact",Community & Living,.Bristol Average,2018,"Q18141
Q18142",931,27.95181158,1.713587478,24.71952212,31.43029053
IQOL18269,% with illness or health condition which limits day-to-day activities at least a little,Health & Wellbeing,.Bristol Average,2021,Q18143 Q18144,3821,25.8,0.794469234,24.3,27.4
IQOL18269,% with illness or health condition which limits day-to-day activities at least a little,Health & Wellbeing,.Bristol Average,2018,"Q18143
Q18144",3490,28.33633418,0.826169958,26.74536774,29.98320419
IQOL18269,% with illness or health condition which limits day-to-day activities at least a little,Health & Wellbeing,.Bristol Average,2020,"Q18143
Q18144",4387,25.3892315,0.74427766,23.95827452,26.87544875
IQOL18269,% with illness or health condition which limits day-to-day activities at least a little,Health & Wellbeing,.Bristol Average,2019,"Q18143
Q18144",4052,25.69480611,0.737950503,24.27524004,27.16760299
IQOL18270,% with illness or health condition which limits day-to-day activities a lot,Health & Wellbeing,.Bristol Average,2021,Q18143 Q18144,3823,7.7,0.451801757,6.8,8.6
IQOL18270,% with illness or health condition which limits day-to-day activities a lot,Health & Wellbeing,.Bristol Average,2020,"Q18143
Q18144",4389,6.804604881,0.42757573,6.012901369,7.692018732
IQOL18270,% with illness or health condition which limits day-to-day activities a lot,Health & Wellbeing,.Bristol Average,2019,"Q18143
Q18144",4056,6.34374834,0.431747638,5.548326434,7.244457514
IQOL18270,% with illness or health condition which limits day-to-day activities a lot,Health & Wellbeing,.Bristol Average,2018,"Q18143
Q18144",3492,7.468100016,0.491871904,6.559422103,8.491218222
IQOL18271,% receiving paid personal care who pay the whole cost,Health & Wellbeing,.Bristol Average,2018,Q18145,230,52.5903475,3.495030204,45.7343684,59.35002999
IQOL18272,% who drink alcohol 4 or more times per week,Health & Wellbeing,.Bristol Average,2018,Q18146,3495,13.36691636,0.63873148,12.16382091,14.66913432
IQOL18273,% at a medium to high risk of an alcohol problem,Health & Wellbeing,.Bristol Average,2018,"Q18146
Q18147",3489,23.34294822,0.817086199,21.77979573,24.98245785
IQOL18274,% at a high risk of an alcohol problem,Health & Wellbeing,.Bristol Average,2018,"Q18146
Q18148",3489,2.364740562,0.271101644,1.887774208,2.958583559
IQOL18275,% households that used a 'food bank' during the last 12 months,Health & Wellbeing,.Bristol Average,2018,Q18148,3490,2.06533795,0.28654879,1.57246602,2.708444097
IQOL18275,% households that used a 'food bank' during the last 12 months,Health & Wellbeing,.Bristol Average,2020,Q18148,4396,1.77051673,0.253518859,1.336389901,2.342321813
IQOL18275,% households that used a 'food bank' during the last 12 months,Health & Wellbeing,.Bristol Average,2019,Q18148,4053,0.909966851,0.200852934,0.589949876,1.401129621
IQOL18275,% households that used a 'food bank' during the last 12 months,Health & Wellbeing,.Bristol Average,2021,Q18148,3842,1.8,0.23920149,1.4,2.3
IQOL18287,% who consume above recommended amount of sugar,Health & Wellbeing,.Bristol Average,2018,Q18150,2982,67.68660749,0.962322462,65.77244618,69.5432903
IQOL18288,% households which have experienced moderate to severe food insecurity,Health & Wellbeing,.Bristol Average,2021,Q18151 Q18152 Q18153 Q18154 Q18155 Q18156 Q18157 Q18158,3674,4.6,0.424774849,3.9,5.6
IQOL18288,% households which have experienced moderate to severe food insecurity,Health & Wellbeing,.Bristol Average,2020,"Q18151
Q18152
Q18153
Q18154
Q18155
Q18156
Q18157
Q18158",4179,4.174580998,0.409328608,3.442072079,5.05481485
IQOL18288,% households which have experienced moderate to severe food insecurity,Health & Wellbeing,.Bristol Average,2018,"Q18151
Q18152
Q18153
Q18154
Q18155
Q18156
Q18157
Q18158",3304,7.276567764,0.526326198,6.309989714,8.377968278
IQOL18288,% households which have experienced moderate to severe food insecurity,Health & Wellbeing,.Bristol Average,2019,"Q18151
Q18152
Q18153
Q18154
Q18155
Q18156
Q18157
Q18158",3904,5.027154384,0.431607411,4.245530895,5.943746347
IQOL18289,% households which have experienced severe food insecurity,Health & Wellbeing,.Bristol Average,2020,"Q18151
Q18152
Q18153
Q18154
Q18155
Q18156
Q18157
Q18158",4179,1.743795838,0.267849787,1.289526121,2.354277357
IQOL18289,% households which have experienced severe food insecurity,Health & Wellbeing,.Bristol Average,2021,Q18151 Q18152 Q18153 Q18154 Q18155 Q18156 Q18157 Q18158,3674,1.8,0.255686662,1.3,2.3
IQOL18289,% households which have experienced severe food insecurity,Health & Wellbeing,.Bristol Average,2019,"Q18151
Q18152
Q18153
Q18154
Q18155
Q18156
Q18157
Q18158",3904,1.714589959,0.257540489,1.276451098,2.29961585
IQOL18289,% households which have experienced severe food insecurity,Health & Wellbeing,.Bristol Average,2018,"Q18151
Q18152
Q18153
Q18154
Q18155
Q18156
Q18157
Q18158",3304,3.479381289,0.391242405,2.788890793,4.333207215
IQOL19290,% comfortable using digital services,Community & Living,.Bristol Average,2020,Q19183,4399,81.63940916,0.536040548,80.56539126,82.66684301
IQOL19290,% comfortable using digital services,Community & Living,.Bristol Average,2019,Q19183,4048,81.77433066,0.565103168,80.64047601,82.85589563
IQOL19290,% comfortable using digital services,Community & Living,.Bristol Average,2021,Q19183,3855,82,0.581521547,80.8,83.1
IQOL19291,% comfortable using smart technologies,Community & Living,.Bristol Average,2019,Q19184,4057,42.39993738,0.884411387,40.6765113,44.14204996
IQOL19292,% uncomfortable using digital services,Community & Living,.Bristol Average,2021,Q19183,3855,7,0.38306552,6.3,7.8
IQOL19292,% uncomfortable using digital services,Community & Living,.Bristol Average,2020,Q19183,4399,6.691520937,0.35786407,6.023319311,7.427990938
IQOL19292,% uncomfortable using digital services,Community & Living,.Bristol Average,2019,Q19183,4048,6.314875628,0.372534631,5.62289502,7.085621204
IQOL19293,% uncomfortable using smart technologies,Community & Living,.Bristol Average,2019,Q19184,4057,14.86036666,0.631769818,13.66419075,16.14167913
IQOL19294,% who do enough regular exercise each week,Health & Wellbeing,.Bristol Average,2021,Q19173 Q19174,3822,67.2,0.8795548,65.4,68.9
IQOL19294,% who do enough regular exercise each week,Health & Wellbeing,.Bristol Average,2020,"Q19173
Q19174",4364,68.19755262,0.808772052,66.59171588,69.76125191
IQOL19294,% who do enough regular exercise each week,Health & Wellbeing,.Bristol Average,2019,"Q19173
Q19174",4033,71.20360299,0.822906893,69.56420685,72.78923581
IQOL19295,% who are inactive,Health & Wellbeing,.Bristol Average,2021,Q19173 Q19174,3811,7.6,0.470721064,6.8,8.6
IQOL19295,% who are inactive,Health & Wellbeing,.Bristol Average,2020,"Q19173
Q19174",4343,8.06353289,0.46061338,7.205605597,9.013686056
IQOL19295,% who are inactive,Health & Wellbeing,.Bristol Average,2019,"Q19173
Q19174",4010,6.778301159,0.45344174,5.941786728,7.722914543
IQOL19296,% very concerned about climate change,Sustainability & Environment,.Bristol Average,2020,Q17063,4402,53.94950816,0.896793888,52.18760377,55.70159756
IQOL19296,% very concerned about climate change,Sustainability & Environment,.Bristol Average,2019,Q17063,4057,59.05766105,0.902422741,57.27791392,60.81398957
IQOL19296,% very concerned about climate change,Sustainability & Environment,.Bristol Average,2017,Q17063,3244,42.15555209,0.977455521,40.25244712,44.08224835
IQOL19296,% very concerned about climate change,Sustainability & Environment,.Bristol Average,2021,Q17063,3826,57.1,0.94076224,55.3,59
IQOL19296,% very concerned about climate change,Sustainability & Environment,.Bristol Average,2015,Q17063,4025,33.27,0.87,31.59,34.99
IQOL19296,% very concerned about climate change,Sustainability & Environment,.Bristol Average,2018,Q17063,3502,50.32575819,0.968572256,48.42779906,52.22277898
IQOL19297,% who have changed the way they travel around Bristol due to climate change concerns,Sustainability & Environment,.Bristol Average,2019,Q19186,3693,34.91700846,0.925664978,33.12523301,36.75243897
IQOL19297,% who have changed the way they travel around Bristol due to climate change concerns,Sustainability & Environment,.Bristol Average,2020,Q19186,3988,34.3969157,0.870366905,32.71167773,36.1223661
IQOL19297,% who have changed the way they travel around Bristol due to climate change concerns,Sustainability & Environment,.Bristol Average,2021,Q19186,3499,38.2,0.938073691,36.4,40.1
IQOL19298,% who have changed what they buy due to climate change concerns,Sustainability & Environment,.Bristol Average,2020,Q19187,4082,51.11545119,0.888970895,49.3724187,52.85577541
IQOL19298,% who have changed what they buy due to climate change concerns,Sustainability & Environment,.Bristol Average,2021,Q19187,3575,52.7,0.922182379,50.9,54.5
IQOL19298,% who have changed what they buy due to climate change concerns,Sustainability & Environment,.Bristol Average,2019,Q19187,3766,54.73518335,0.929863779,52.90710696,56.55057434
IQOL19299,% who have reduced flying for holidays due to climate change concerns,Sustainability & Environment,.Bristol Average,2021,Q19188,3549,29.4,0.888078823,27.7,31.1
IQOL19299,% who have reduced flying for holidays due to climate change concerns,Sustainability & Environment,.Bristol Average,2020,Q19188,4022,28.5638697,0.820283637,26.98362174,30.19838721
IQOL19299,% who have reduced flying for holidays due to climate change concerns,Sustainability & Environment,.Bristol Average,2019,Q19188,3694,25.25292122,0.837495157,23.64700314,26.92943507
IQOL19300,% at a higher risk of alcohol related health problems,Health & Wellbeing,.Bristol Average,2021,Q18146 Q18147 Q19163,3813,14.6,0.685391533,13.3,16
IQOL19300,% at a higher risk of alcohol related health problems,Health & Wellbeing,.Bristol Average,2020,"Q18146
Q18147
Q19163",4359,15.60964539,0.668182333,14.34431207,16.96448942
IQOL19300,% at a higher risk of alcohol related health problems,Health & Wellbeing,.Bristol Average,2019,"Q18146
Q18147
Q19163",4027,16.05799951,0.69509597,14.74188208,17.46754341
IQOL19301,% whose main meal includes salad or vegetables most days,Health & Wellbeing,.Bristol Average,2020,Q19181,4397,80.4040124,0.74875457,78.89480478,81.83015322
IQOL19301,% whose main meal includes salad or vegetables most days,Health & Wellbeing,.Bristol Average,2021,Q19181,3849,81.1,0.706290846,79.7,82.4
IQOL19301,% whose main meal includes salad or vegetables most days,Health & Wellbeing,.Bristol Average,2019,Q19181,4044,78.99858925,0.78909661,77.41017022,80.503448
IQOL19302,% who cook a 'ready meal' once a week at most,Health & Wellbeing,.Bristol Average,2020,Q19182,4392,88.08320327,0.620163585,86.81308902,89.24613864
IQOL19302,% who cook a 'ready meal' once a week at most,Health & Wellbeing,.Bristol Average,2021,Q19182,3849,82.5,0.720232168,81,83.8
IQOL19302,% who cook a 'ready meal' once a week at most,Health & Wellbeing,.Bristol Average,2019,Q19182,4038,84.17683084,0.715746502,82.72297773,85.52974333
IQOL20303,% of people who burn solid fuel at least once a week,Sustainability & Environment,.Bristol Average,2020,Q20189,4393,11.75421612,0.577448786,10.66878983,12.93408315
IQOL20303,% of people who burn solid fuel at least once a week,Sustainability & Environment,.Bristol Average,2021,Q20189,3830,11.3,0.58158642,10.2,12.5
IQOL20304,% of people who burn solid fuel at least 5 times a week,Sustainability & Environment,.Bristol Average,2020,Q20189,4393,2.301743471,0.252493881,1.855497527,2.852192376
IQOL20305,% of people burning solid fuel who use an open fire,Sustainability & Environment,.Bristol Average,2021,Q20189 Q20190,445,21.9,2.445770483,17.5,27.1
IQOL20305,% of people burning solid fuel who use an open fire,Sustainability & Environment,.Bristol Average,2020,Q20190,507,23.97720946,2.231270964,19.87939785,28.61800339
